name,ratings,reviews,companytype,locations,Highly_Rated_For,Critically_Rated_For
Athena BPO,3.3,863,BPO,Mumbai +38 other locations,"Promotions / Appraisal, Salary & Benefits, Company Culture",
Future Focus Infotech,3.3,862,IT Services & Consulting,Bengaluru +58 other locations,"Promotions / Appraisal, Job Security, Skill Development / Learning",
WSP,4.2,862,Management Consulting,Bengaluru +32 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Zudio,3.9,861,Retail,New Delhi +139 other locations,"Job Security, Skill Development / Learning, Salary & Benefits",
Bechtel,3.9,861,Engineering & Construction,Gurugram +31 other locations,"Salary & Benefits, Company Culture, Work Life Balance","Job Security, Promotions / Appraisal"
Apar Industries,4.1,861,Semiconductors,Mumbai +72 other locations,"Work Life Balance, Job Security, Salary & Benefits",
Torry Harris Integration Solutions,4.2,861,IT Services & Consulting,Bengaluru +9 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
H&M,3.8,860,Fashion & Textile,Bengaluru +56 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Ageas Federal Life Insurance,3.4,860,Insurance,Mumbai +123 other locations,"Promotions / Appraisal, Work Satisfaction, Job Security",
Parekh Integrated Services,4.1,859,Logistics,Mumbai +75 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
IDEMIA,3.8,858,Electronics Manufacturing,Noida +52 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
Shilpa Medicare,3.4,857,Pharma,Hyderabad +30 other locations,"Company Culture, Job Security, Work Satisfaction",
Shilpa Medicare,3.4,857,Pharma,Hyderabad +30 other locations,"Company Culture, Job Security, Work Satisfaction",
Satya MicroCapital,3.7,855,NBFC,New Delhi +186 other locations,Salary & Benefits,"Work Life Balance, Job Security, Promotions / Appraisal"
Precision Infomatic M Pvt Ltd,3.8,855,IT Services & Consulting,Chennai +91 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
Wipro PARI,3.2,854,Industrial Automation,Pune +28 other locations,"Promotions / Appraisal, Company Culture, Work Life Balance",
Epsilon,3.6,855,Marketing & Advertising,Bengaluru +16 other locations,"Company Culture, Work Life Balance","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Panacea Biotec,3.6,852,Biotechnology,Baddi +72 other locations,"Promotions / Appraisal, Job Security, Skill Development / Learning",
Fedbank Financial Services,4.0,851,NBFC,Mumbai +164 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
Motherson Sumi Wiring,3.7,930,Electrical Equipment,Noida +40 other locations,Job Security,"Company Culture, Work Satisfaction, Promotions / Appraisal"
Jaya Hind Industries,3.7,849,Auto Components,Pune +37 other locations,"Promotions / Appraisal, Job Security, Company Culture",
MOURI Tech,3.6,849,IT Services & Consulting,Hyderabad +10 other locations,"Promotions / Appraisal, Job Security, Salary & Benefits",
Serco,4.2,849,Analytics & KPO,Mumbai +41 other locations,"Company Culture, Work Satisfaction, Job Security",
Nlb Services,3.6,848,Recruitment,Noida +21 other locations,"Promotions / Appraisal, Job Security, Work Satisfaction",
Ups Logistics,3.6,848,Logistics,Pune +37 other locations,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",
Tata Hitachi Construction Machinery,4.0,848,Industrial Machinery,Kharagpur +76 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
LEAD School,3.2,848,EdTech,Mumbai +103 other locations,"Job Security, Promotions / Appraisal, Work Life Balance",
Truhome Finance,3.7,848,Financial Services,Mumbai +160 other locations,"Promotions / Appraisal, Work Satisfaction",
Mahindra First Choice Wheels,3.8,847,Internet,Mumbai +118 other locations,Promotions / Appraisal,
Porter,3.5,847,Internet,Bengaluru +31 other locations,"Promotions / Appraisal, Job Security, Work Satisfaction",
Rico Auto Industries,3.8,846,Auto Components,Gurugram +32 other locations,Promotions / Appraisal,
Swaraj Tractors,4.0,846,Automobile,Sahibzada Ajit Singh Nagar +106 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Nibav Lifts,4.0,846,Industrial Machinery,Chennai +41 other locations,"Salary & Benefits, Work Satisfaction, Skill Development / Learning",
Parag Milk Foods,4.0,844,Food Processing,Mumbai +91 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Bank of India,3.9,843,Banking,Mumbai +186 other locations,"Job Security, Company Culture, Salary & Benefits",
Impact Infotech Pvt. Ltd.,3.4,843,IT Services & Consulting,Mumbai +75 other locations,"Promotions / Appraisal, Job Security, Salary & Benefits",
Ather Energy,4.1,842,Automobile,Bengaluru +68 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Rohan Builders,4.1,841,Real Estate,Pune +69 other locations,"Company Culture, Job Security, Skill Development / Learning",
Shaktiman Tirth Agro Technology,3.9,841,Industrial Machinery,Rajkot +66 other locations,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
KGISL,3.0,841,IT Services & Consulting,Coimbatore +21 other locations,"Promotions / Appraisal, Salary & Benefits, Company Culture",
India Shelter Finance Corporation,3.9,841,NBFC,Gurugram +183 other locations,"Skill Development / Learning, Salary & Benefits",
Tata Power Solar,4.0,840,Power,Bengaluru +90 other locations,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
Mahindra Tractors,4.1,839,Automobile,Nagpur +129 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal
enGen Global,3.9,839,IT Services & Consulting,Chennai +6 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Alorica,3.1,837,BPO,Bengaluru +15 other locations,"Promotions / Appraisal, Company Culture, Work Life Balance",
Guardian India,3.8,837,Insurance,Chennai +13 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Duck Creek Technologies,4.5,836,Software Product,Mumbai +9 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Arvind Lifestyle Brands,4.0,835,Retail,Bengaluru +87 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Fareportal,3.0,834,Internet,Gurugram +14 other locations,"Promotions / Appraisal, Job Security, Company Culture",
Casagrand,3.8,834,Real Estate,Chennai +19 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
Consolidated Contractors,4.2,834,Engineering & Construction,Mumbai +56 other locations,"Work Satisfaction, Skill Development / Learning, Company Culture",
Sanden Vikas,3.9,833,Auto Components,Faridabad +33 other locations,"Company Culture, Skill Development / Learning",Promotions / Appraisal
Sanden Vikas,3.9,833,Auto Components,Faridabad +33 other locations,"Company Culture, Skill Development / Learning",Promotions / Appraisal
Royal Sundaram General Insurance,3.8,833,Insurance,Chennai +105 other locations,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Union Bank of India,3.8,831,Banking,Mumbai +151 other locations,Job Security,Promotions / Appraisal
HP India,3.8,830,Consumer Electronics & Appliances,Bengaluru +63 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
Victora Auto Private Limited,4.0,830,Auto Components,Faridabad +31 other locations,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal
FIITJEE,3.2,828,Education & Training,New Delhi +48 other locations,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",
Feedback Infrastructure Services,3.4,828,Engineering & Construction,Gurugram +128 other locations,"Promotions / Appraisal, Job Security, Salary & Benefits",
Clarivate,3.7,828,Analytics & KPO,Bengaluru +17 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Metso,4.1,826,Metals & Mining,Alwar +47 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Lumen Technologies,3.9,824,Hardware & Networking,Bengaluru +14 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Sutherland Healthcare Solutions,3.7,824,Analytics & KPO,Hyderabad +14 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
Luxoft,3.6,823,IT Services & Consulting,Bengaluru +23 other locations,Work Life Balance,"Promotions / Appraisal, Job Security"
Greaves Cotton,4.0,823,Auto Components,Chhatrapati Sambhajinagar +48 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
Ford Business Solutions,4.1,823,IT Services & Consulting,Chennai +52 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Eris Lifesciences,3.6,822,Pharma,Ahmedabad +90 other locations,"Company Culture, Work Satisfaction, Job Security",
Punj Lloyd,3.9,821,Engineering & Construction,Gurugram +70 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Medusind Solutions,3.4,819,IT Services & Consulting,Chennai +11 other locations,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",
Freshworks,3.4,819,Software Product,Chennai +48 other locations,"Job Security, Promotions / Appraisal, Work Satisfaction",
IBS Software Services,3.5,819,Software Product,Kochi +18 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Ramco Systems,3.8,818,Software Product,Chennai +29 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Poly Medicure,3.5,817,Medical Equipment,Faridabad +45 other locations,"Job Security, Promotions / Appraisal, Company Culture",
UKG,3.0,817,Software Product,Noida +12 other locations,"Job Security, Promotions / Appraisal, Work Satisfaction",
Rockwell Automation,3.7,816,Industrial Automation,Pune +22 other locations,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Bpo Convergence,3.4,815,BPO,Hyderabad +39 other locations,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
Teamware Solutions,4.2,815,Recruitment,Hyderabad +24 other locations,"Work Life Balance, Company Culture, Salary & Benefits",
Baxter International,3.8,815,Healthcare,Bengaluru +32 other locations,"Work Life Balance, Salary & Benefits","Promotions / Appraisal, Job Security, Skill Development / Learning"
Artech Infosystems,3.3,813,Recruitment,Bengaluru +21 other locations,"Promotions / Appraisal, Job Security, Company Culture",
Forever Living Products,4.3,812,Fitness & Wellness,Mumbai +98 other locations,"Company Culture, Job Security, Skill Development / Learning",
DBG Technology,3.7,812,Electronics Manufacturing,Rewari +25 other locations,"Job Security, Salary & Benefits","Promotions / Appraisal, Company Culture, Work Satisfaction"
Qinecsa Solutions,2.8,807,Clinical Research,Mysuru +19 other locations,"Job Security, Promotions / Appraisal, Company Culture",
eTeam,3.2,811,Recruitment,Bengaluru +19 other locations,"Promotions / Appraisal, Job Security, Company Culture",
RR kabel,4.1,810,Electrical Equipment,Vadodara +115 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Rodic Consultants,4.2,809,Engineering & Construction,Patna +133 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Integra Software Services,3.7,808,IT Services & Consulting,Puducherry +19 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
Huhtamaki,4.0,808,Packaging,Mumbai +44 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
Sunbeam Auto,3.9,806,Auto Components,Gurugram +30 other locations,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Rashmi Group,3.5,805,Iron & Steel,Kharagpur +31 other locations,"Company Culture, Promotions / Appraisal, Work Life Balance",
Five-Star Business Finance,4.1,804,NBFC,Chennai +247 other locations,"Job Security, Company Culture, Work Life Balance",
Linde India,3.9,803,Chemicals,Vadodara +56 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Vijaya Diagnostic Centre,3.8,803,Healthcare,Hyderabad +40 other locations,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Linde India,3.9,803,Chemicals,Vadodara +56 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Zydus Healthcare,4.0,803,Pharma,Mumbai +107 other locations,"Salary & Benefits, Skill Development / Learning, Company Culture",
Investors Clinic,3.6,801,Real Estate,Noida +34 other locations,Salary & Benefits,
BDO,3.2,801,Accounting & Auditing,Mumbai +34 other locations,"Promotions / Appraisal, Salary & Benefits, Company Culture",
Principal Global Services,3.6,801,Insurance,Pune +11 other locations,"Job Security, Work Life Balance","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Syneos Health,3.7,801,Clinical Research,Gurugram +17 other locations,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",
Advik Hi Tech,3.7,801,Auto Components,Pune +30 other locations,"Promotions / Appraisal, Salary & Benefits",
Bill Gosling Outsourcing India,3.5,800,Gurugram +13 other locations,,"Promotions / Appraisal, Job Security, Skill Development / Learning",
JK Paper,3.8,799,Pulp & Paper,Rayagada +52 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
Border Security Force,4.4,799,Law Enforcement & Security,New Delhi +112 other locations,"Job Security, Salary & Benefits, Company Culture",
Fluor Corporation,4.1,796,Engineering & Construction,Gurugram +24 other locations,"Work Life Balance, Salary & Benefits, Company Culture",Job Security
K Raheja Corp,4.2,800,Real Estate,Mumbai +17 other locations,"Work Life Balance, Company Culture, Job Security",
Hitachi,3.9,797,Industrial Machinery,Bengaluru +86 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Intex Technologies,3.7,797,Consumer Electronics & Appliances,New Delhi +76 other locations,"Promotions / Appraisal, Job Security, Company Culture",
Eveready Industries,3.9,796,Consumer Electronics & Appliances,Kolkata +109 other locations,"Salary & Benefits, Company Culture, Work Life Balance",Promotions / Appraisal
PUMA,4.1,795,Fashion & Textile,Bengaluru +100 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",
Praj Industries,4.0,795,Biotechnology,Pune +46 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
